model,task,repeat,arm,passed,generation_calls,generation_tokens,standalone_preparation_tokens,source,record,record_sha256,original_record
gpt4o,eda_203,3,spicepilot,False,3,13190,0,formal-v1,records/units/gpt4o/eda_203/3/spicepilot/record.json,728d97d23a11622019d29ed4f2440066759016487a260967aa5c97ca6194c9de,formal-v1/units/gpt4o/eda_203/3/spicepilot/record.json
gpt4o,eda_203,3,direct,False,3,2340,0,formal-v1,records/units/gpt4o/eda_203/3/direct/record.json,f510a8f819da2a1a5d68ee73e7c03979f94bdcd66212af6158f1eeacbe238168,formal-v1/units/gpt4o/eda_203/3/direct/record.json
gpt4o,eda_203,2,analogcoder,False,3,10254,0,formal-v1,records/units/gpt4o/eda_203/2/analogcoder/record.json,c87e2c70589e0d2cc3241298be58077722e1a645169d9aea2d213b1d706dd118,formal-v1/units/gpt4o/eda_203/2/analogcoder/record.json
gpt4o,eda_203,2,spicepilot,False,3,13203,0,formal-v1,records/units/gpt4o/eda_203/2/spicepilot/record.json,b22cd6a277bdd262b41fe3f6fcc0887e82c0985fa70bdb1b13b8d0695aa271d3,formal-v1/units/gpt4o/eda_203/2/spicepilot/record.json
gpt4o,eda_203,2,direct,False,3,2362,0,formal-v1,records/units/gpt4o/eda_203/2/direct/record.json,364d050d35874c04544c2e2ca32c814efa3fc23fd5ad9b2885a9f75807269c56,formal-v1/units/gpt4o/eda_203/2/direct/record.json
gpt4o,eda_009,1,analogcoder,True,1,2388,0,formal-v1,records/units/gpt4o/eda_009/1/analogcoder/record.json,002cd8228632bcb69b145413ac9f6939679e6193a6adc38a0b2e8edbc2249182,formal-v1/units/gpt4o/eda_009/1/analogcoder/record.json
gpt4o,eda_009,1,spicepilot,True,1,4104,0,formal-v1,records/units/gpt4o/eda_009/1/spicepilot/record.json,b50e77231e6bab91d80cedfe55228594bf5b43aa4e543c212e760c4d6b444262,formal-v1/units/gpt4o/eda_009/1/spicepilot/record.json
gpt4o,eda_009,1,direct,True,1,606,0,formal-v1,records/units/gpt4o/eda_009/1/direct/record.json,ee841add39a3bad3232783aa04ec409b92dbf2d9969b777bdc5b3c0f1119bec9,formal-v1/units/gpt4o/eda_009/1/direct/record.json
gpt4o,eda_009,3,analogcoder,True,1,2428,0,formal-v1,records/units/gpt4o/eda_009/3/analogcoder/record.json,b6bdd2c5ac5ef27529d81c480d6dae47dbdac64615a0bdfd6a384b44ee9a6563,formal-v1/units/gpt4o/eda_009/3/analogcoder/record.json
gpt4o,eda_009,3,spicepilot,True,1,4160,0,formal-v1,records/units/gpt4o/eda_009/3/spicepilot/record.json,9837e3f08d7e6cffa966bf02218b16c339554f68f3596944a833ec2fb791b132,formal-v1/units/gpt4o/eda_009/3/spicepilot/record.json
gpt4o,eda_009,3,direct,True,1,632,0,formal-v1,records/units/gpt4o/eda_009/3/direct/record.json,697a80337af4ea9ba36593ab0f8be09e724e1dee35ef59415c8d402d34b3cbef,formal-v1/units/gpt4o/eda_009/3/direct/record.json
gpt4o,eda_009,2,analogcoder,True,2,5413,0,formal-v1,records/units/gpt4o/eda_009/2/analogcoder/record.json,e69168f063b7fc363ed163ba6a3a22de240cb94476c7efa5f0cca88b5d9b8543,formal-v1/units/gpt4o/eda_009/2/analogcoder/record.json
gpt4o,eda_009,2,spicepilot,True,1,4156,0,formal-v1,records/units/gpt4o/eda_009/2/spicepilot/record.json,3d0f3ca37b39fbb91445dec1800066438733a040fc01b487f8223f3c11a8ed92,formal-v1/units/gpt4o/eda_009/2/spicepilot/record.json
gpt4o,eda_009,2,direct,True,1,592,0,formal-v1,records/units/gpt4o/eda_009/2/direct/record.json,ab12fc4e9aef4e5d156fdd51d7ccebb025f19c5f6cf00b20b998734531e2e718,formal-v1/units/gpt4o/eda_009/2/direct/record.json
gpt4o,eda_204,1,analogcoder,False,3,10992,0,formal-v1,records/units/gpt4o/eda_204/1/analogcoder/record.json,10861b0d15d4dec547aa4848ba188f3e36212e51dcbdd3ffe8abe8122a0efb93,formal-v1/units/gpt4o/eda_204/1/analogcoder/record.json
gpt4o,eda_204,1,spicepilot,False,3,13827,0,formal-v1,records/units/gpt4o/eda_204/1/spicepilot/record.json,dc0b78b98c2d708d876b999037ad963229c882b818af80821547b0989bf1a7e5,formal-v1/units/gpt4o/eda_204/1/spicepilot/record.json
gpt4o,eda_204,1,direct,False,3,2559,0,formal-v1,records/units/gpt4o/eda_204/1/direct/record.json,828f94464c8893b547def83df5aef4656fcb0c5583c423585a539d8d70c1e724,formal-v1/units/gpt4o/eda_204/1/direct/record.json
gpt4o,eda_204,3,analogcoder,False,2,6583,0,formal-v1,records/units/gpt4o/eda_204/3/analogcoder/record.json,f40e5cebc7809c998c6090e98a217b60f73b44358cb524c25b54e44d95119ee5,formal-v1/units/gpt4o/eda_204/3/analogcoder/record.json
gpt4o,eda_204,3,spicepilot,False,3,13821,0,formal-v1,records/units/gpt4o/eda_204/3/spicepilot/record.json,66dbe98d6fab5f973f629fdcdff7501d285d259adb256a205134e1d27c0441fb,formal-v1/units/gpt4o/eda_204/3/spicepilot/record.json
gpt4o,eda_204,3,direct,False,3,2502,0,formal-v1,records/units/gpt4o/eda_204/3/direct/record.json,9e68bb3d3e45c40ad1cb51ef647d3683febe794027573c04f1bca3ff3a524308,formal-v1/units/gpt4o/eda_204/3/direct/record.json
gpt4o,eda_204,2,analogcoder,False,3,11934,0,formal-v1,records/units/gpt4o/eda_204/2/analogcoder/record.json,94a26768667c417e826ed1fcdf6bb700ec01f8b7f1ffe938e3c39141356c5ac7,formal-v1/units/gpt4o/eda_204/2/analogcoder/record.json
gpt4o,eda_204,2,spicepilot,False,3,13757,0,formal-v1,records/units/gpt4o/eda_204/2/spicepilot/record.json,ef0206423453a68cf4ac8bcf0304765ee3df6f873fd164032a54de5bab5d7808,formal-v1/units/gpt4o/eda_204/2/spicepilot/record.json
gpt4o,eda_204,2,direct,False,3,2504,0,formal-v1,records/units/gpt4o/eda_204/2/direct/record.json,43e74d1ba4e29c1ba15e93643e58ed4630664ce4824fcdb66aeb793be3b78e27,formal-v1/units/gpt4o/eda_204/2/direct/record.json
gpt4o,eda_007,1,analogcoder,False,3,10410,0,formal-v1,records/units/gpt4o/eda_007/1/analogcoder/record.json,dbdd098fbf5e36c9801802eca73241031d8713c23bc4d46f41937ff645c05577,formal-v1/units/gpt4o/eda_007/1/analogcoder/record.json
gpt4o,eda_007,1,spicepilot,False,3,13168,0,formal-v1,records/units/gpt4o/eda_007/1/spicepilot/record.json,60739eb8c1be9e999c47a747d8bc114845d16bb068f4b44d7e034c00f6694335,formal-v1/units/gpt4o/eda_007/1/spicepilot/record.json
gpt4o,eda_007,1,direct,True,1,725,0,formal-v1,records/units/gpt4o/eda_007/1/direct/record.json,eea091082eccc124b8de315aa32e0b83089f2d44e5e29dcd4658fddf49d359c5,formal-v1/units/gpt4o/eda_007/1/direct/record.json
gpt4o,eda_007,3,analogcoder,False,3,10237,0,formal-v1,records/units/gpt4o/eda_007/3/analogcoder/record.json,46ef73fb2c450b19886f5799df80c68deeb0b7a9ac26b6d7ababed55659b04c5,formal-v1/units/gpt4o/eda_007/3/analogcoder/record.json
gpt4o,eda_007,3,spicepilot,False,3,13287,0,formal-v1,records/units/gpt4o/eda_007/3/spicepilot/record.json,7114da21d9175be24fe6f3dac78d4c5eb99e4f013aea5015d53b77c702032bc6,formal-v1/units/gpt4o/eda_007/3/spicepilot/record.json
gpt4o,eda_007,3,direct,True,1,758,0,formal-v1,records/units/gpt4o/eda_007/3/direct/record.json,7ca484703381e67e633f5508d86d621ff4377a97742f6d06a2883cfe47be4ab3,formal-v1/units/gpt4o/eda_007/3/direct/record.json
gpt4o,eda_007,2,analogcoder,False,3,10227,0,formal-v1,records/units/gpt4o/eda_007/2/analogcoder/record.json,7ed49befc74189adfc9968b5f57b1b6f7a2863e4fa9e2eb27289c9614b5668dc,formal-v1/units/gpt4o/eda_007/2/analogcoder/record.json
gpt4o,eda_007,2,spicepilot,False,3,13006,0,formal-v1,records/units/gpt4o/eda_007/2/spicepilot/record.json,0d18d5b73425effaaa3717f8a9f87bb92dc7ab4e257592095cc39076c2703c41,formal-v1/units/gpt4o/eda_007/2/spicepilot/record.json
gpt4o,eda_007,2,direct,False,3,2276,0,formal-v1,records/units/gpt4o/eda_007/2/direct/record.json,45331ba16066afaef5e180e2d090726f5cf897ae8e29350eae340c8628e939da,formal-v1/units/gpt4o/eda_007/2/direct/record.json
gpt4o,eda_006,1,analogcoder,False,1,2643,0,formal-v1,records/units/gpt4o/eda_006/1/analogcoder/record.json,3a5f6c1e6c408f367d9e9d91e51bfb2049aced7bc7f86a192f948eb426b07b5a,formal-v1/units/gpt4o/eda_006/1/analogcoder/record.json
gpt4o,eda_006,1,spicepilot,False,3,12679,0,formal-v1,records/units/gpt4o/eda_006/1/spicepilot/record.json,2c36abc0ab58e516f9cbadf3e913685679f0a10010d01c3f7d3dbeea15244e22,formal-v1/units/gpt4o/eda_006/1/spicepilot/record.json
gpt4o,eda_006,1,direct,False,3,2007,0,formal-v1,records/units/gpt4o/eda_006/1/direct/record.json,3e120dafaa20361c8c3f91fe8ac62415bd61bbcea217a7e2c477206a34424cbb,formal-v1/units/gpt4o/eda_006/1/direct/record.json
gpt4o,eda_006,3,analogcoder,False,1,2688,0,formal-v1,records/units/gpt4o/eda_006/3/analogcoder/record.json,c60406f8a9e50d541dbaf650093e78d097ed1191c1c9fc0beb33b8f32eefd916,formal-v1/units/gpt4o/eda_006/3/analogcoder/record.json
gpt4o,eda_006,3,spicepilot,False,3,12603,0,formal-v1,records/units/gpt4o/eda_006/3/spicepilot/record.json,cd0a0cdd5de8a15faef149bf0d449824932596c550045c9cd7210857bade8a1b,formal-v1/units/gpt4o/eda_006/3/spicepilot/record.json
gpt4o,eda_006,3,direct,False,3,2004,0,formal-v1,records/units/gpt4o/eda_006/3/direct/record.json,64927d97bdb4bf7f78a384dea1b6a7acb71c85bee81fb8e84d0161c25229c9d8,formal-v1/units/gpt4o/eda_006/3/direct/record.json
gpt4o,eda_006,2,analogcoder,False,1,2556,0,formal-v1,records/units/gpt4o/eda_006/2/analogcoder/record.json,2c1d19394f4009620e34d43724e34203d0029c746c089229063249cd8cbee7e4,formal-v1/units/gpt4o/eda_006/2/analogcoder/record.json
gpt4o,eda_006,2,spicepilot,False,3,12634,0,formal-v1,records/units/gpt4o/eda_006/2/spicepilot/record.json,6a6e4a0de4c89b36c553dcfeb574d883c1e7f64fc8bd3ec77412cd6ed731c50e,formal-v1/units/gpt4o/eda_006/2/spicepilot/record.json
gpt4o,eda_006,2,direct,False,3,2076,0,formal-v1,records/units/gpt4o/eda_006/2/direct/record.json,eb563f04c427e5a05d7e905d1c67e37236a80dc58f1e1a1aa89228151faafb22,formal-v1/units/gpt4o/eda_006/2/direct/record.json
gpt4o,eda_008,1,analogcoder,False,1,2588,0,formal-v1,records/units/gpt4o/eda_008/1/analogcoder/record.json,ef8ad0df8ba4f43eaa036ad8b5a5df0459cf406d550a2107fc557700a1ec4f94,formal-v1/units/gpt4o/eda_008/1/analogcoder/record.json
gpt4o,eda_008,1,spicepilot,False,3,12674,0,formal-v1,records/units/gpt4o/eda_008/1/spicepilot/record.json,49ededffc7d9168ff1fe74d44851125e7e61a99c52b222dfe97e7f8c8b02a57d,formal-v1/units/gpt4o/eda_008/1/spicepilot/record.json
gpt4o,eda_008,1,direct,False,3,2071,0,formal-v1,records/units/gpt4o/eda_008/1/direct/record.json,a3ca0e132978ea03256b6d4e9d9672a1a90cfca16669ff93c6b373fa90dc6535,formal-v1/units/gpt4o/eda_008/1/direct/record.json
gpt4o,eda_008,3,analogcoder,False,1,2645,0,formal-v1,records/units/gpt4o/eda_008/3/analogcoder/record.json,092406b9ec041275d2fb6a4ae69928a8ac51e7f308e7a60c90558badb5efdcde,formal-v1/units/gpt4o/eda_008/3/analogcoder/record.json
gpt4o,eda_008,3,spicepilot,False,3,12828,0,formal-v1,records/units/gpt4o/eda_008/3/spicepilot/record.json,e861560c65a3524dba770acf8fed0980e688d9e3f417d172dffb3916914ebae7,formal-v1/units/gpt4o/eda_008/3/spicepilot/record.json
gpt4o,eda_008,3,direct,False,3,2078,0,formal-v1,records/units/gpt4o/eda_008/3/direct/record.json,951605506f5a4ee4d18ff80195a8770903bf4c13b153585371849138da064fd3,formal-v1/units/gpt4o/eda_008/3/direct/record.json
gpt4o,eda_008,2,analogcoder,False,1,2611,0,formal-v1,records/units/gpt4o/eda_008/2/analogcoder/record.json,1b1d306b21eeb606b75893b957a322421566e68e488970c5bd644f1df89299db,formal-v1/units/gpt4o/eda_008/2/analogcoder/record.json
gpt4o,eda_008,2,spicepilot,False,3,13014,0,formal-v1,records/units/gpt4o/eda_008/2/spicepilot/record.json,849dc3f3b81ce4dde2a73c2ebee05d222ebd563692d28b55744ecae69888cfd1,formal-v1/units/gpt4o/eda_008/2/spicepilot/record.json
gpt4o,eda_008,2,direct,False,3,2098,0,formal-v1,records/units/gpt4o/eda_008/2/direct/record.json,d5a4b9c8499c910fb8f849477e092d5c3b96feff63304181ea78141317687e93,formal-v1/units/gpt4o/eda_008/2/direct/record.json
gpt4o,eda_037,1,analogcoder,False,1,2725,0,formal-v1,records/units/gpt4o/eda_037/1/analogcoder/record.json,0533960a4b107dde6312c44f6d0a4ce53187fb66148fafa00add576d99c67ce8,formal-v1/units/gpt4o/eda_037/1/analogcoder/record.json
gpt4o,eda_037,1,spicepilot,False,3,13115,0,formal-v1,records/units/gpt4o/eda_037/1/spicepilot/record.json,a211af2906a1646a97ed4382e4f0e8e02e312a9a534121b203657393d7372f82,formal-v1/units/gpt4o/eda_037/1/spicepilot/record.json
gpt4o,eda_037,1,direct,False,3,2301,0,formal-v1,records/units/gpt4o/eda_037/1/direct/record.json,fff20e82e2fb34225dec3b6f1501a905e6f73397995c7bafe1e5b2c170d6951f,formal-v1/units/gpt4o/eda_037/1/direct/record.json
gpt4o,eda_037,3,analogcoder,False,2,6086,0,formal-v1,records/units/gpt4o/eda_037/3/analogcoder/record.json,47c036a67a9544258bf836ebf277756e5fb5be3b81d42d989ead9b783242f2ba,formal-v1/units/gpt4o/eda_037/3/analogcoder/record.json
gpt4o,eda_037,3,spicepilot,False,3,13105,0,formal-v1,records/units/gpt4o/eda_037/3/spicepilot/record.json,a9a0f4c6e6366f292bd86bddb131de9f9bb8dca38f6000b2b92a24a9a752de87,formal-v1/units/gpt4o/eda_037/3/spicepilot/record.json
gpt4o,eda_037,3,direct,False,3,2284,0,formal-v1,records/units/gpt4o/eda_037/3/direct/record.json,0d38d099ca8614f9bf75b49f5471139694bba607088eb45ff70e47e9394dc1f6,formal-v1/units/gpt4o/eda_037/3/direct/record.json
gpt4o,eda_037,2,analogcoder,False,3,9849,0,formal-v1,records/units/gpt4o/eda_037/2/analogcoder/record.json,10688e9ebff4067ed7f6bdcb95867b11bd5c8191b1b954b7e0f98235efe8d500,formal-v1/units/gpt4o/eda_037/2/analogcoder/record.json
gpt4o,eda_037,2,spicepilot,False,3,13050,0,formal-v1,records/units/gpt4o/eda_037/2/spicepilot/record.json,9ae49d70c5486ced736ddbed4a4396c8dd657790d29fbca96dc0d8f5cc4a0028,formal-v1/units/gpt4o/eda_037/2/spicepilot/record.json
gpt4o,eda_037,2,direct,False,3,2320,0,formal-v1,records/units/gpt4o/eda_037/2/direct/record.json,764ee6882432fab75dcd88c0ea5a0769df391dd2cc1f115779d61f10c551aeb9,formal-v1/units/gpt4o/eda_037/2/direct/record.json
gpt4o,eda_205,1,analogcoder,False,1,3009,0,formal-v1,records/units/gpt4o/eda_205/1/analogcoder/record.json,daa7a296ecbf3e2e728bb0ee03d1d2964c1d7c0a3f6c3699ff29b9a36a5c1267,formal-v1/units/gpt4o/eda_205/1/analogcoder/record.json
gpt4o,eda_205,1,spicepilot,False,3,13313,0,formal-v1,records/units/gpt4o/eda_205/1/spicepilot/record.json,f4d9f8361f32123edccaec20710cf389ff84f7bb88334ef84e3525dccd2fb1dc,formal-v1/units/gpt4o/eda_205/1/spicepilot/record.json
gpt4o,eda_205,1,direct,False,3,2504,0,formal-v1,records/units/gpt4o/eda_205/1/direct/record.json,e9b067101d4354988f81f9885ae66d25f7fa6be7c3c8b267495bb599701b1531,formal-v1/units/gpt4o/eda_205/1/direct/record.json
gpt4o,eda_205,3,analogcoder,False,1,2935,0,formal-v1,records/units/gpt4o/eda_205/3/analogcoder/record.json,f1bb56338ec6289d1c260cf90476ccc68e7b9035c8a5392041fdfa4635ae4cea,formal-v1/units/gpt4o/eda_205/3/analogcoder/record.json
gpt4o,eda_205,3,spicepilot,False,3,13376,0,formal-v1,records/units/gpt4o/eda_205/3/spicepilot/record.json,f2cfd45d197a765b7cbab7f8840949044599bdb34e73a669088d7c3f1436e50a,formal-v1/units/gpt4o/eda_205/3/spicepilot/record.json
gpt4o,eda_205,3,direct,False,3,2650,0,formal-v1,records/units/gpt4o/eda_205/3/direct/record.json,76093ff4deadc4e16e5b2107dea59eb7292f582e5995e8020ce424da8c01fd02,formal-v1/units/gpt4o/eda_205/3/direct/record.json
gpt4o,eda_205,2,analogcoder,False,1,2885,0,formal-v1,records/units/gpt4o/eda_205/2/analogcoder/record.json,ebd3e9ef6ea0fa090ef28c6a05fa0662976ea4ccdb0187b63866f5551e847204,formal-v1/units/gpt4o/eda_205/2/analogcoder/record.json
gpt4o,eda_205,2,spicepilot,False,3,13357,0,formal-v1,records/units/gpt4o/eda_205/2/spicepilot/record.json,2f554671f7424c4fcbf72fc9261c72c1267389f432b44ab30a71d7871076e227,formal-v1/units/gpt4o/eda_205/2/spicepilot/record.json
gpt4o,eda_205,2,direct,False,3,2565,0,formal-v1,records/units/gpt4o/eda_205/2/direct/record.json,f9afeb5fc783a02982db2058c82d6e30ff2d60ddc1e3012e331e0f204dbc7b04,formal-v1/units/gpt4o/eda_205/2/direct/record.json
gpt4o,eda_202,1,analogcoder,False,1,2893,0,formal-v1,records/units/gpt4o/eda_202/1/analogcoder/record.json,1a07bb92e491d9f379d7457454f1ca2ad7468fcc34ff829ec65adb80c91a9147,formal-v1/units/gpt4o/eda_202/1/analogcoder/record.json
gpt4o,eda_202,1,spicepilot,False,3,13486,0,formal-v1,records/units/gpt4o/eda_202/1/spicepilot/record.json,7793d9c87cf9883713af51383a8d31a7da7bfdb8205b02a7be0a6f0b005e8d6e,formal-v1/units/gpt4o/eda_202/1/spicepilot/record.json
gpt4o,eda_202,1,direct,False,3,2816,0,formal-v1,records/units/gpt4o/eda_202/1/direct/record.json,f6868335dad52872a37ec5d90f8b98c4eed74c9e3e5d75d678aad824bef6c346,formal-v1/units/gpt4o/eda_202/1/direct/record.json
gpt4o,eda_202,3,analogcoder,False,1,3012,0,formal-v1,records/units/gpt4o/eda_202/3/analogcoder/record.json,26cde6b669e728985db97c675d4d6e5585f4770a60dd845e572a4452cf859d21,formal-v1/units/gpt4o/eda_202/3/analogcoder/record.json
gpt4o,eda_202,3,spicepilot,False,3,13576,0,formal-v1,records/units/gpt4o/eda_202/3/spicepilot/record.json,53336150abc55d0399f234f39ee5079ae5c3d76fa7d7e6549abf64c08825d1a0,formal-v1/units/gpt4o/eda_202/3/spicepilot/record.json
gpt4o,eda_202,3,direct,False,3,2917,0,formal-v1,records/units/gpt4o/eda_202/3/direct/record.json,246ede01b5f13f9e275b51ed2e93fad33e748f48388e50fbfed8d2509c577747,formal-v1/units/gpt4o/eda_202/3/direct/record.json
gpt4o,eda_202,2,analogcoder,False,1,3028,0,formal-v1,records/units/gpt4o/eda_202/2/analogcoder/record.json,52009efe9c8c31eb5c3ae16d80fa248aa1acb828d286c141a30a97383b86e697,formal-v1/units/gpt4o/eda_202/2/analogcoder/record.json
gpt4o,eda_202,2,spicepilot,False,3,13487,0,formal-v1,records/units/gpt4o/eda_202/2/spicepilot/record.json,c5102cbe8525ee355463e7ab1448e6450eb312da288c4769e4dc4c91f9c2e090,formal-v1/units/gpt4o/eda_202/2/spicepilot/record.json
gpt4o,eda_202,2,direct,False,3,2949,0,formal-v1,records/units/gpt4o/eda_202/2/direct/record.json,a1b8a4e111e0ef1efbe8ce17ba966122abcd91ff9f722cba7c425741c3a48929,formal-v1/units/gpt4o/eda_202/2/direct/record.json
qwen36,eda_016,1,analogcoder,False,1,3250,0,formal-v1,records/units/qwen36/eda_016/1/analogcoder/record.json,947dbc0a043ad9cd79334215a03fbfb8f547fd4bc3127a78ca3014d56a59623f,formal-v1/units/qwen36/eda_016/1/analogcoder/record.json
qwen36,eda_016,1,spicepilot,False,3,14731,0,formal-v1,records/units/qwen36/eda_016/1/spicepilot/record.json,2e2c4e2b343451b2cad3ab4008ccfcb062b5e58791daf2d7ef7c5e65c82fcf05,formal-v1/units/qwen36/eda_016/1/spicepilot/record.json
qwen36,eda_016,1,direct,False,3,4018,0,formal-v1,records/units/qwen36/eda_016/1/direct/record.json,fbbb8929b4cf1ca29aabca573eafcb4646eb1c4086d2c2388eda441d5e999388,formal-v1/units/qwen36/eda_016/1/direct/record.json
qwen36,eda_016,3,analogcoder,False,3,11847,0,formal-v1,records/units/qwen36/eda_016/3/analogcoder/record.json,8e68fcfd63c57c35ef7305bf47e698872283363cbe247a257524298808521e60,formal-v1/units/qwen36/eda_016/3/analogcoder/record.json
qwen36,eda_016,3,spicepilot,False,3,15852,0,formal-v1,records/units/qwen36/eda_016/3/spicepilot/record.json,f446d3c0bec1ba4a995d8a0ceff3210886b6eb33af7cff5f1f3d4ad6d64fedde,formal-v1/units/qwen36/eda_016/3/spicepilot/record.json
qwen36,eda_016,3,direct,False,3,2783,0,formal-v1,records/units/qwen36/eda_016/3/direct/record.json,1e7f7c5785b5b7567756d6f1a7baf9c0f7abbd465ea89fa170dacbf8f3734a2c,formal-v1/units/qwen36/eda_016/3/direct/record.json
qwen36,eda_016,2,analogcoder,False,3,11502,0,formal-v1,records/units/qwen36/eda_016/2/analogcoder/record.json,c404fa785bd2c2a8c9e8e07fb2da0b6f0e9855ae1be9655bd58efe013bbd5ca0,formal-v1/units/qwen36/eda_016/2/analogcoder/record.json
qwen36,eda_016,2,spicepilot,False,3,15180,0,formal-v1,records/units/qwen36/eda_016/2/spicepilot/record.json,e35a57bc1d5ade2594fec1bdf2020f7f2fdece83aca16d998a0b0fbc41e004d9,formal-v1/units/qwen36/eda_016/2/spicepilot/record.json
qwen36,eda_016,2,direct,False,3,2785,0,formal-v1,records/units/qwen36/eda_016/2/direct/record.json,1518373f93bdc679a287b3fa84b9d82d9bed4ee6e4e56852209be4f10c46351f,formal-v1/units/qwen36/eda_016/2/direct/record.json
qwen36,eda_027,1,analogcoder,False,1,3453,0,formal-v1,records/units/qwen36/eda_027/1/analogcoder/record.json,a895022a0788d204137022a962ef46725d95922f57097e571edb4f112970a885,formal-v1/units/qwen36/eda_027/1/analogcoder/record.json
qwen36,eda_027,1,spicepilot,False,3,16468,0,formal-v1,records/units/qwen36/eda_027/1/spicepilot/record.json,f1e1226d14b06f1ebee0ef63ae20fa77e4ad0eda10709536a8729f0fa2e1cdb5,formal-v1/units/qwen36/eda_027/1/spicepilot/record.json
qwen36,eda_027,1,direct,True,2,2135,0,formal-v1,records/units/qwen36/eda_027/1/direct/record.json,8693c144c42a7f6a377179f322a55ee9b01eda8e045959136f26d229fb01800f,formal-v1/units/qwen36/eda_027/1/direct/record.json
qwen36,eda_027,3,analogcoder,False,1,4428,0,formal-v1,records/units/qwen36/eda_027/3/analogcoder/record.json,aaff3492a4e9d6db6d646dad27f949befc0f2388e04fba72a3f615e07fc6b47e,formal-v1/units/qwen36/eda_027/3/analogcoder/record.json
qwen36,eda_027,3,spicepilot,False,3,17274,0,formal-v1,records/units/qwen36/eda_027/3/spicepilot/record.json,959941f489cf1e1578773ed193a38155446fbf5100767aa73ab1a4ecd00e73cb,formal-v1/units/qwen36/eda_027/3/spicepilot/record.json
qwen36,eda_027,3,direct,False,3,3330,0,formal-v1,records/units/qwen36/eda_027/3/direct/record.json,38f6571a73381c2fb86cc491169f762d4bb178029904acd5287f3b77aa98aea4,formal-v1/units/qwen36/eda_027/3/direct/record.json
qwen36,eda_027,2,analogcoder,False,1,3572,0,formal-v1,records/units/qwen36/eda_027/2/analogcoder/record.json,e0b4b78cf4dbc7bbb3e1c0affa3a17cc834b0eb58017221274f6c3a697945f80,formal-v1/units/qwen36/eda_027/2/analogcoder/record.json
qwen36,eda_027,2,spicepilot,False,3,17217,0,formal-v1,records/units/qwen36/eda_027/2/spicepilot/record.json,c2b88d7823f3d0d74ba9e37ca90bfa9d121ae28322b0a3ae3667c1fe3269bb72,formal-v1/units/qwen36/eda_027/2/spicepilot/record.json
qwen36,eda_027,2,direct,False,3,3484,0,formal-v1,records/units/qwen36/eda_027/2/direct/record.json,e99e1a845dc05a9f0f32f9f3988dd7f69837b15521089921de0b6d74e7bbd990,formal-v1/units/qwen36/eda_027/2/direct/record.json
qwen36,eda_010,1,analogcoder,True,1,3549,0,formal-v1,records/units/qwen36/eda_010/1/analogcoder/record.json,a7e3ac392171ef502794a3b7ad69bd9e3af7a9e7c91767a2a11cda082c85ee96,formal-v1/units/qwen36/eda_010/1/analogcoder/record.json
qwen36,eda_010,1,spicepilot,True,1,5241,0,formal-v1,records/units/qwen36/eda_010/1/spicepilot/record.json,2ab66c8949a4dcd5a93880cafeb1a5180125ed34504079c463ae3e8ff520f8da,formal-v1/units/qwen36/eda_010/1/spicepilot/record.json
qwen36,eda_010,1,direct,False,3,2695,0,formal-v1,records/units/qwen36/eda_010/1/direct/record.json,986962645304ec18185245899b1df79a56039990635b2ce35b7f69318675f11a,formal-v1/units/qwen36/eda_010/1/direct/record.json
qwen36,eda_010,3,analogcoder,True,1,3269,0,formal-v1,records/units/qwen36/eda_010/3/analogcoder/record.json,a5c035ba9ca850725af24d486c6f5144285ab97f3e9ff5250c15640f1ec988fe,formal-v1/units/qwen36/eda_010/3/analogcoder/record.json
